episode,character,line
Fight Fighters,Rumble,AHA!!(Throws barrel at Robbie)
Fight Fighters,Robbie,Aah! Chill out man!(Ducks to avoid the barrel)
Fight Fighters,Dipper,"Please, Rumble! You gotta stop!"
Fight Fighters,Narration,"Rumble throws down barrels at Robbie, which Robbie jumps over, imitatingDonkey Kong, then continues chasing him)"
Fight Fighters,Dipper,"(Chasing after them)Rumble, wait!"
Fight Fighters,Rumble,"Punch punch punch!(A ""Go!"" sign appears)"
Fight Fighters,Dipper,(Running)You don't have to do this! At least pace yourself...(Starts to slow down as he gets a cramp in his side)You might get a cramp-(Stops)Ah!
Fight Fighters,Narration,Cut to amangiving hissona key of a car.
Fight Fighters,Son,"I love you, Dad."
Fight Fighters,Narration,"Robbie runs by screaming, and Rumble chases him. Then the scene changes to Rumble's bonus round, causing Rumble to destroy the car. Rumble gets a perfect score. The boy drops down on his knees."
Fight Fighters,Son,(His words appear above him as he says them)Oh! My car.
Fight Fighters,Man,We'll just buy another one.
Fight Fighters,Son,I love being rich.
Fight Fighters,Rumble,(Chases Robbie through an outdoor barbecue)ALL YOU CAN EAT!(Smashes grill)
Fight Fighters,Narration,Dipper splashes water on his face and continues chasing after them but then stops and pants. Soos pulls up inhis pick-up truck.
Fight Fighters,Soos,Hey dude.
Fight Fighters,Dipper,Soos! Where you been?
Fight Fighters,Soos,"Uh,(Gestures to the NORT frame around his neck)long story, man. Dude, you see that video game guy tearing up everything in sight? Ha ha! It's crazy!"
Fight Fighters,Dipper,"Yeah, I- I kinda sorta brought him to life to be my bodyguard. But now, I have to stop him before hekillsRobbie!"
Fight Fighters,Soos,(Thinks for a second)You need an amiable sidekick with a pickup truck?
Fight Fighters,Dipper,You know I do.(Gets into truck)
Fight Fighters,Narration,Cut towater tower. Mabel and Stan (wearing blindfolds) are on it.
Fight Fighters,Mabel,Take off your blindfold... now!
Fight Fighters,Stan,"(Removes his blindfold and sees the great height he's at)Yeah, that's pretty much what I was expecting."
Fight Fighters,Mabel,You're doing better than I thought! Now let go of the handrail...
Fight Fighters,Stan,(With a death grip on the railing; In a high-pitched voice:)Nope.
Fight Fighters,Mabel,"Hey, do you smell anger and hormones?"
Fight Fighters,Robbie,(Runs up the water tower)Finally! I'm safe!
Fight Fighters,Mabel,"Hey, Robbie! Get your own water tower!"
Fight Fighters,Robbie,SSSHHHHH! Keep it down! He'll find us!
Fight Fighters,Rumble,CHALLENGER SIGHTED!
Fight Fighters,Robbie,(Screams)
Fight Fighters,Soos,"(Pulls up in his truck; to Dipper:)Time to save the day, dude."
Fight Fighters,Rumble,"YOU CAN HIDE, BUT YOU CANNOT HIDE!"
Fight Fighters,Dipper,(Runs up to Rumble)Rumble! This has to stop! Please! Listen to me!
Fight Fighters,Rumble,"KICK!(Kicks one of support beams of the water tower, making the tower lean)"
Fight Fighters,Mabel,What was that!?
Fight Fighters,Stan,Oh boy...
Fight Fighters,Rumble,HAHAHAHAHA!(Repeatedly punches the support beam)
Fight Fighters,Mabel,"We're safe, right?"
Fight Fighters,Stan,Of course not! This thing is on stilts! High high up!
Fight Fighters,Rumble,"PUNCH!(Punches the support beam, breaking it)"
Fight Fighters,Narration,"Robbie screams, falls off the water tower and is caught by Rumble."
Fight Fighters,Game announcer,FINISH HIM!
Fight Fighters,Robbie,"No no no, don't! Don't finish me!"
Fight Fighters,Rumble,"(Gathers up fireball, which is vaporized when a coin hits his head)HWUUUUAAAAAAAAA??!!??"
Fight Fighters,Dipper,RUMBLE!(Throws aside two black planks he was using to make a cut scene effect)Rumble! I have something to tell you! Robbie... Robbie didn't kill my father.
Fight Fighters,Rumble,HUUUUUUHH? THEN WHO DID???
Fight Fighters,Dipper,What? No one. I-I lied to you.
Fight Fighters,Rumble,HWUUUHH??? WELL THEN YOU'RE ACTUALLY A... BAD GUY!
Fight Fighters,Dipper,I guess I kinda am...
Fight Fighters,Rumble,"(Hangs Robbie from a tree by his hood, and a cut scene begins; Voice-over:)My entire journey, a lie! My honor has been insulted! Sensei warned me not to join the path of evil... the boy has led me astray from my teachings.(Out loud, to Dipper:)If Robbie V. is not the last stage, then it must be... YYYYYOOOOOOUUUUUUUUU!!!!!!!!!!!(""START"" button appears next to Dipper)"
Fight Fighters,Soos,"Dude!(Runs up to Dipper)Don't fight him, man! That guy's got like a black belt wrapped around his black belt. You could get killed!"
Fight Fighters,Dipper,I have to. I started all this and I've got to at least try to stop it.
Fight Fighters,Soos,You sure you wouldn't rather hide like a wimp?
Fight Fighters,Dipper,"(Hits ""START"")"
Fight Fighters,Soos,"(Nods, smiling)Fight like a man it is."
Fight Fighters,Game announcer,READY?
Fight Fighters,Narration,Dipper and Rumble's health bars fill up. Rumble gets into a fighting stance and Dipper gets into a fighting stance that mimics his. Soos takes a picture on his cell phone.
Fight Fighters,Game announcer,FIGHT!
Fight Fighters,Rumble,(Charging at Dipper)AAAAAAAAAARRRRRRRRGGGHH!!!!
Fight Fighters,Dipper,(Charging at Rumble)AAAAAAAAAAAAAAAAAA!
Fight Fighters,Rumble,"FIREBALLTHROWLIGHTNINGBALLTHROW!! FIRE!!!!(Throws it and misses Dipper. Kicks Dipper, causing his health to drop dramatically; Laughs)YOU FIGHT LIKE A GIRL! WHO IS ALSO A BABY!"
Fight Fighters,Dipper,Urr!(Runs and uppercuts Rumble in slow motion)YAAAAAAAAAAAAA!
Fight Fighters,Soos,(In slow motion:)DUUUUUUUUDE!
Fight Fighters,Rumble,(Falls to ground)
Fight Fighters,Dipper,"Yes!(Rumble's health goes down by 0.5%)Oh no.(Runs away from Rumble, screaming)"
Fight Fighters,Soos,"(Climbs tree and waves arm in front of Rumble's health, which slightly blurs but doesn't disappear)Eh. Eh. Eh!(Stops swinging at health bar)Well, it was worth a shot."
Fight Fighters,Narration,Rumble throws another fireball and misses and Dipper climbs up a tree.
Fight Fighters,Rumble,(Paces around under him)NO! I HAVE NO LOOKING UP! ANIMATION!(Tries to look up)AAAAAAAAAAA...(Falls flat to the ground; Fights)
Fight Fighters,Dipper,"(Laughs; Jumps down from tree)What should I do, roll him up and put him on my wall?"
Fight Fighters,Soos,"Dude, we should rock paper scissors for him!"
Fight Fighters,Rumble,FIST... PUNCH... RAAAAAIIIIINNNN!!!!!!
Fight Fighters,Narration,(Fists rain on Dipper and Soos. Dipper pats down a small fire on his hat. Rumble gets up)
Fight Fighters,Rumble,NEVER UNDERESTIMATE THAT I HAVE PUNCHES!!(Starts flaming)HWAAAAAAAAAAAAAAA!
Fight Fighters,Narration,"(Dipper looks up at his health bar, then back at Rumble, then has the idea to let himself get hit. Rumble punches Dipper repeatedly)"
Fight Fighters,Game announcer,SUPER POWER NINJA TURBO NEO ULTRA HYPER MEGA MULTI ALPHA META EXTRA UBER PREFIX... COMBO!!!
Fight Fighters,Narration,"A small twinkle of light appears on a black screen, then a mushroom cloud shaped like a fist appears."
Fight Fighters,Dipper,"(Lying on the ground, badly beaten; To Rumble:)You, sir, truly are the champion of champions.(Groans)"
Fight Fighters,Game announcer,RUMBLE WINS!
Fight Fighters,Rumble,WINNERS DON'T LOSE!
Fight Fighters,Dipper,"I wouldn't be too sure about that, man."
Fight Fighters,Game announcer,GAME OVER!
Fight Fighters,Rumble,(Disintegrates)What? No! NO! NOOOOOOO!!!
Fight Fighters,Dipper,"Game over, old friend.(Collects points and writes ""DIP"" into the high score entry in the air)"
Fight Fighters,Soos,"Heh! Nice one, dude!"
Fight Fighters,Narration,"Back to the water tower, which Mabel and Stan are clinging to."
Fight Fighters,Mabel,"I'm sorry, Grunkle Stan! I thought this would help, but I was wrong!So wrong!!"
Fight Fighters,Stan,"I-I survived! I survived and I feel great! Wait, let me do a cocky dance just to be sure!(As he does his cocky dance)Alala-loo-doodly-doo-doodly-doo! HAHA! DEAL WITH IT WORLD! STAN PINES HAS CURED HIS FEAR OF HEIGHTS!(Starts down ladder and stops when he notices that Mabel isn't coming)You comin', kid?"
Fight Fighters,Mabel,Uh-uh.
Fight Fighters,Stan,"What's the matter, YOU got a fear of heights, now? Haha!(Pauses)Uh-oh."
Fight Fighters,Robbie,"(Unhooks his hood from tree branch; to Dipper:)What? Who-who-who was that guy?! Why is it that wheneveryou'rearound, there's always ghosts or monsters, or whatever?!"
Fight Fighters,Dipper,"I don't know, man."
Fight Fighters,Robbie,That guy almost broke my neck! You know how mad I am right now?!!
Fight Fighters,Dipper,"Sooo I guess you and I have to fight now, huh? Go ahead, man. Do your worse. I just want to get this over with."
Fight Fighters,Robbie,"Oh, man! I amsogonna enjoy this!(Raises his fist)A-Aren't you gonna run?"
Fight Fighters,Dipper,Nope.
Fight Fighters,Robbie,...Are you sure?
Fight Fighters,Dipper,(Nods)
Fight Fighters,Robbie,(Pauses; scoffs)It's not even worth it! I play lead guitar so I gotta save my hands.
Fight Fighters,Wendy,(Walks up to Dipper and Robbie)Hey guys! I heard some crazy screaming back here.
Fight Fighters,Dipper and Robbie,Wendy?
Fight Fighters,Dipper,You're back!
Fight Fighters,Wendy,"Yeah, man. Whoa! What the heck happened here? Freak tornado or something?"
Fight Fighters,Dipper and Robbie,(Stammering)
Fight Fighters,Wendy,"And why are your faces all jacked up? You guys weren't fighting each other, were you? I hate it when guys fight."
Fight Fighters,Dipper,No! Fighting? Never!
Fight Fighters,Robbie,No! Why would we?(Chuckles)
Fight Fighters,Dipper,"Yeah, we actually fell over trying to stop two other guys from fighting each other."
Fight Fighters,Wendy,"...Cool! It really makes me happy to see my two boys hanging out. I got some unpacking to do. I'll text you guys later.(Kisses Robbie and pats Dipper, then leaves)"
Fight Fighters,Dipper,Did you hear that? She called me one of her two boys!
Fight Fighters,Robbie,"She was looking atme, though."
Fight Fighters,Dipper,"Look, Robbie, if we stay at each other's throats, we'llbothlose Wendy. We need to make a cold war pact."
Fight Fighters,Robbie,Okay. What's that?
Fight Fighters,Dipper,"We need to learn to just hate each other, in silence."
Fight Fighters,Robbie,You mean like... what girls do?
Fight Fighters,Dipper,"Yeah, exactly! What girls do."
Fight Fighters,Narration,"Cut to Mystery Shack. Dipper, Robbie, and Wendy are at the cash register."
Fight Fighters,Wendy,"(Brushing her hair)So, then I toldThompson, ""Hey, save some for the rest of us!"""
Fight Fighters,Dipper and Robbie,"Ha! Good one, Wendy! That's great!"
Fight Fighters,Wendy,"(Drops her hairbrush)Aw, man. Just a sec.(Bends down to retrieve it)"
Fight Fighters,Dipper and Robbie,(Growl at each other. Robbie does a throat-slicing motion with his finger at his neck. Dipper shakes his fist)
Fight Fighters,Wendy,"(Stands back up, having found the hairbrush and resumes brushing her hair)So as I was saying..."
Fight Fighters,Dipper and Robbie,(Agreeing with Wendy)
Fight Fighters,Narration,"Cut to credits. Dipper, Stan, Mabel, and Wendy are shown in front of the Mystery Shack in video game graphics."
Fight Fighters,Dipper,I'm Dipper. I have shorts and determination!
Fight Fighters,Mabel,It's a-me! A-Mabel!
Fight Fighters,Stan,"I'm slower, but I jump higher."
Fight Fighters,Wendy,Pick me or whatever.
Fight Fighters,Soos,(Eats them like Pac-man; wakes up in the Gift Shop)Alas. 'Twas naught but a dream.(Lays back down on the check out counter and closes his eyes)Om. Nom. Nom. Nom. Nom. Nom. Eating my friends. Nom. Nom.
Little Dipper,Narration,The episode opens in Gideon's bedroom. Gideon reads throughJournal 2on his dresser drawer to come up with a nefarious scheme against the Pines family.
Little Dipper,Gideon Gleeful,"Zombieattack? Never works, they don't take orders. Blood rain? Ew! Mess up my suit. Heh, no thank you. Demon Caterpillars? DRAT! (Shuts book) There must be a perfect way to exact vengeance on the Pines family. It's not enough to harm 'em, I need to take something from them. Something that'll give me ultimate power. Wait, of course!(Picks up his model of theMystery Shack)It's perfect..."
Little Dipper,Narration,"Screen fades to a shot of the Mystery Shack.Dipper,Mabel, andStan Pinesare watching TV."
Little Dipper,Constable,"(On TV:)You've gone too far this time,Duck-tective!"
Little Dipper,Duck-tective,"(On TV:)Quack quack, quack quack quack quack."
Little Dipper,Narration,The doorbell rings.
Little Dipper,Stan Pines,(Opens door)Welcome to a world of mystery!
Little Dipper,Unnamed lawyer,Stan Pines?
Little Dipper,Stan,"The tax collector! You found me!(Throws smoke bomb at the ground to distract the lawyer, then runs inside and rips off a decoration, revealing a duffle bag with money in it; searches the tiles of the wall) Aah... uh... which one of these is the trap door?"
Little Dipper,Unnamed lawyer,"Mister Pines. I'm from theWinninghouse Coupon Saverscontest, and YOU ARE OUR BIIIIIIG WINNER!"
Little Dipper,Narration,"A cameraman comes in along with two women holding a check for 10,000,000 Dollars. Gold confetti is thrown on Stan's face."
Little Dipper,Stan,"Heh? My one and only dream, which was to possess money, has come true!"
Little Dipper,Dipper Pines,We're rich! I'm gonna get a butler!
Little Dipper,Mabel Pines,I'm gonna buy a talking horse!
Little Dipper,Unnamed lawyer,(Offers a contract to Stan)Just sign here for the money.
Little Dipper,Stan,(Immediately signs contract)You bet!
Little Dipper,Gideon,"(Rips through the giant check)Ha! Stanford, you fool!(The two women leave the shack)You just signed over the Mystery Shack to widdle ol' me!(Sings and dances)Ha-ch-ch-cha cha! Widdle ol' me...!"
Little Dipper,Dipper and Mabel,(Gasp)
Little Dipper,Stan,"(Unconcerned)Uh, might wanna take another look there."
Little Dipper,Gideon,"(Reading from contract:)""The shack is hereby signed over to...(Opens his eyes wide in shock)SUCK A LEMON LITTLE MAN""?!"
Little Dipper,Stan,Ahahaha!
Little Dipper,Gideon,(Rips contract angrily)How dare you!
Little Dipper,Dipper and Mabel,Hahaha!
Little Dipper,Gideon,"I am not a threat to be taken lightly!(Reaches for the man)Eh. Eh. Come here, hon'. I need your arms."
Little Dipper,Unnamed lawyer,(Lifts up Gideon)
Little Dipper,Gideon,"I'll get you, Stanford Pines! I'LL GET YOU ALL!(Lawyer carries him out)"
Little Dipper,Stan,...Wanna see what else is on TV?
Little Dipper,Dipper,"Yeah, OK."
Little Dipper,Mabel,"Yeah, alright."
Little Dipper,Stan,Yeah.
Little Dipper,Mabel,My favorite part's the theme song.
Little Dipper,Narration,Cut totheme song.
Little Dipper,Mabel,(Shows Mabel and Dipper playing chess)Little guy to black space nine!
Little Dipper,Dipper,"It's a pawn, that's not your color, and stop stealing the tiny horses!"
Little Dipper,Mabel,"(With a bunch of knight chess pieces in her sweater pocket)They like it better in here. Don't you, babies?(Makes horse noise)"
Little Dipper,Dipper,(Knocks over the king)And... checkmate!
